STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,CRIMINAL CASES,AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS  IN CONSTITUENCY,OVER TOTAL VOTES POLLED  IN CONSTITUENCY,TOTAL ELECTORS,anomaly,NET_WORTH,soundex,uniqueness_score
Telangana,ADILABAD,SOYAM BAPU RAO,1.0,BJP,Lotus,MALE,52,52.0,ST,12th Pass,309941430.0,2314502.0,376892.0,482.0,377374.0,25.33068419,35.4682479,1489790.0,1.0,307626928.0,S511,1.0
Telangana,ADILABAD,Godam Nagesh,0.0,TRS,Car,MALE,0,54.0,ST,Post Graduate,184778881.0,8470008.0,318665.0,149.0,318814.0,21.39992885,29.96436953,1489790.0,1.0,176308873.0,G355,1.0
Telangana,ADILABAD,RATHOD RAMESH,0.0,INC,Hand,MALE,3,52.0,ST,12th Pass,364910003.0,153000001.0,314057.0,181.0,314238.0,21.09277146,29.53428505,1489790.0,1.0,211910002.0,R336,1.0
Telangana,ADILABAD,NOTA,0.0,NOTA,Lotus,MALE,0,48.6,GENERAL,Post Graduate,440429409.0,9647749.0,13030.0,6.0,13036.0,0.875022654,1.225214455,1489790.0,1.0,430781660.0,N300,0.004081632653061225
Uttar Pradesh,AGRA,Satyapal Singh Baghel,1.0,BJP,Lotus,MALE,5,58.0,SC,Doctorate,860652286.0,860652286.0,644459.0,2416.0,646875.0,33.38382301,56.46461464,1937690.0,1.0,0.0,S314,1.0
Uttar Pradesh,AGRA,Manoj Kumar Soni,0.0,BSP,Elephant,MALE,0,47.0,SC,Post Graduate,13378438513.0,222518912.0,434199.0,1130.0,435329.0,22.46639039,37.99912537,1937690.0,1.0,13155919601.0,M522,0.058823529411764705
Uttar Pradesh,AGRA,Preeta Harit,0.0,INC,Hand,FEMALE,0,54.0,SC,Post Graduate,550757535.0,0.0,44877.0,272.0,45149.0,2.330042473,3.940979148,1937690.0,1.0,550757535.0,P636,0.5
Maharashtra,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,1.0,BJP,Lotus,MALE,0,37.0,GENERAL,Doctorate,16866457616.0,262396426.0,696961.0,7699.0,704660.0,37.85653348,58.42515898,1861396.0,1.0,16604061190.0,D622,0.06666666666666667
Maharashtra,AHMADNAGAR,SANGRAM ARUNKAKA JAGTAP,0.0,NCP,Clock,MALE,1,34.0,GENERAL,Graduate,944883819.0,325491323.0,419364.0,3822.0,423186.0,22.73487211,35.08743129,1861396.0,1.0,619392496.0,S526,0.125
Maharashtra,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,0.0,VBA,Cup & Saucer,MALE,0,62.0,GENERAL,Graduate,140000014.0,140000014.0,31644.0,163.0,31807.0,1.708771266,2.637199546,1861396.0,1.0,0.0,S326,0.25
Gujarat,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,1.0,BJP,Lotus,MALE,0,58.0,GENERAL,Others,746996907.0,625257762.0,745810.0,4024.0,749834.0,41.3849704,67.00546171,1811851.0,1.0,121739145.0,P342,0.25
Gujarat,AHMEDABAD EAST,Gitaben Patel,0.0,INC,Hand,FEMALE,6,38.0,GENERAL,10th Pass,403754184.0,312188831.0,312883.0,2621.0,315504.0,17.41335242,28.19356176,1811851.0,1.0,91565353.0,G315,1.0
Gujarat,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,1.0,BJP,Lotus,MALE,0,69.0,SC,Post Graduate,894740398.0,0.0,638241.0,3381.0,641622.0,39.04432316,64.21145018,1643317.0,1.0,894740398.0,D626,0.1111111111111111
Gujarat,AHMEDABAD WEST,RAJU PARMAR,0.0,INC,Hand,MALE,0,68.0,SC,Graduate,26299772726.0,189439771.0,317797.0,2279.0,320076.0,19.47743497,32.03216867,1643317.0,1.0,26110332955.0,R216,0.1111111111111111
Gujarat,AHMEDABAD WEST,NOTA,0.0,NOTA,Lotus,MALE,0,48.8,GENERAL,Post Graduate,440429409.0,9647749.0,14580.0,139.0,14719.0,0.895688416,1.473029814,1643317.0,1.0,430781660.0,N300,0.004081632653061225
Gujarat,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,0.0,BSP,Elephant,MALE,0,66.0,SC,8th Pass,535400053.0,0.0,9909.0,119.0,10028.0,0.610229189,1.003569738,1643317.0,1.0,535400053.0,T611,0.5
Rajasthan,AJMER,Bhagirath Chaudhary,1.0,BJP,Lotus,MALE,0,64.0,GENERAL,12th Pass,851017748.0,831994283.0,811091.0,3985.0,815076.0,43.4395362,64.52234957,1876346.0,1.0,19023465.0,B263,0.5
Rajasthan,AJMER,Riju Jhunjhunwala,0.0,INC,Hand,MALE,0,40.0,GENERAL,Graduate,85399823185.0,30601268530.0,397420.0,1232.0,398652.0,21.24618807,31.55774885,1876346.0,1.0,54798554655.0,R225,0.14285714285714285
Rajasthan,AJMER,Durga Lal Regar,0.0,BSP,Elephant,MALE,0,60.0,SC,Post Graduate,417404584.0,8900008.0,13547.0,71.0,13618.0,0.725772326,1.078016475,1876346.0,1.0,408504576.0,D624,0.25
Rajasthan,AJMER,Vishram Babu,0.0,APoI,Coat,MALE,0,60.0,SC,Post Graduate,257922442.0,2687052.0,13036.0,5.0,13041.0,0.695021068,1.032340494,1876346.0,1.0,255235390.0,V265,0.3333333333333333
Uttar Pradesh,AKBARPUR,Devendra Singh 'Bhole',1.0,BJP,Lotus,MALE,0,64.0,GENERAL,10th Pass,285466172.0,5599655.0,577603.0,3679.0,581282.0,32.91292046,56.62023333,1766121.0,1.0,279866517.0,D153,0.25
Uttar Pradesh,AKBARPUR,Nisha Sachan,0.0,BSP,Elephant,FEMALE,0,46.0,GENERAL,Post Graduate,13444897913.0,136196171.0,304553.0,1587.0,306140.0,17.33403317,29.81980903,1766121.0,1.0,13308701742.0,N222,1.0
Uttar Pradesh,AKBARPUR,Rajaram Pal,0.0,INC,Hand,MALE,1,58.0,GENERAL,Graduate Professional,860000086.0,860000086.0,107592.0,749.0,108341.0,6.134404155,10.55304086,1766121.0,1.0,0.0,R265,0.2
Maharashtra,AKOLA,Dhotre Sanjay Shamrao,1.0,BJP,Lotus,MALE,1,60.0,GENERAL,Graduate Professional,771532307.0,149857741.0,552898.0,1546.0,554444.0,29.72620712,49.49575293,1865169.0,1.0,621674566.0,D362,1.0
Maharashtra,AKOLA,Ambedkar (Adv) Prakash Yashwant,0.0,VBA,Cup & Saucer,MALE,0,64.0,GENERAL,Graduate Professional,587229165.0,0.0,278241.0,607.0,278848.0,14.95028064,24.89303106,1865169.0,1.0,587229165.0,A513,0.3333333333333333
Maharashtra,AKOLA,Hidayatullah Barakatullah Patel,0.0,INC,Hand,MALE,1,60.0,GENERAL,10th Pass,149472921.0,4836354.0,254094.0,276.0,254370.0,13.63790627,22.70785629,1865169.0,1.0,144636567.0,H334,1.0
Kerala,ALAPPUZHA,Adv. A M ARIFF,1.0,CPI(M),"Hammer, Sickle and Star",MALE,2,54.0,GENERAL,Graduate Professional,222070022.0,222070022.0,443003.0,2967.0,445970.0,32.87164969,40.91047525,1356701.0,1.0,0.0,A315,0.5
Kerala,ALAPPUZHA,Adv. SHANIMOL OSMAN,0.0,INC,Hand,FEMALE,0,52.0,GENERAL,Post Graduate,186659431.0,8250008.0,433790.0,1706.0,435496.0,32.09962991,39.94965655,1356701.0,1.0,178409423.0,A312,0.14285714285714285
Kerala,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,0.0,BJP,Lotus,MALE,1,64.0,GENERAL,Doctorate,164847221.0,0.0,186278.0,1451.0,187729.0,13.83716825,17.22107453,1356701.0,1.0,164847221.0,D622,0.06666666666666667
Kerala,ALATHUR,RAMYA HARIDAS,1.0,INC,Hand,FEMALE,3,32.0,SC,10th Pass,115281611.0,0.0,532493.0,1322.0,533815.0,42.13905339,52.36684011,1266794.0,1.0,115281611.0,R563,1.0
Kerala,ALATHUR,DR. P.K.BIJU,0.0,CPI(M),"Hammer, Sickle and Star",MALE,0,44.0,SC,Doctorate,408300340.0,5193795.0,373696.0,1151.0,374847.0,29.59020962,36.77220182,1266794.0,1.0,403106545.0,D612,0.16666666666666666
Kerala,ALATHUR,T.V.BABU,0.0,BDJS,Pot,MALE,4,61.0,SC,10th Pass,126105512.0,6850006.0,89575.0,262.0,89837.0,7.091681836,8.812940466,1266794.0,1.0,119255506.0,T111,1.0
Uttar Pradesh,ALIGARH,SATISH KUMAR GAUTAM,1.0,BJP,Lotus,MALE,0,46.0,GENERAL,10th Pass,10952255910.0,280951762.0,651805.0,4410.0,656215.0,34.77322936,56.37828085,1887127.0,1.0,10671304148.0,S322,1.0
Uttar Pradesh,ALIGARH,DR. AJEET BALIYAN,0.0,BSP,Elephant,MALE,0,51.0,GENERAL,Doctorate,28185278328.0,0.0,424890.0,2064.0,426954.0,22.62455044,36.68147257,1887127.0,1.0,28185278328.0,D623,0.14285714285714285
Uttar Pradesh,ALIGARH,BIJENDRA SINGH CHAUDHARY,0.0,INC,Hand,MALE,4,62.0,GENERAL,Graduate,427303442.0,427303442.0,50346.0,534.0,50880.0,2.696161944,4.371321792,1887127.0,1.0,0.0,B253,0.16666666666666666
West Bengal,ALIPURDUARS,JOHN BARLA,1.0,BJP,Lotus,MALE,9,43.0,ST,8th Pass,141873014.0,0.0,747788.0,3016.0,750804.0,45.54790968,54.35976298,1648383.0,1.0,141873014.0,J516,1.0
West Bengal,ALIPURDUARS,DASRATH TIRKEY,0.0,AITC,Flowers and Grass,MALE,0,52.0,ST,Graduate,903960990.0,5817135.0,505885.0,930.0,506815.0,30.74619187,36.69445458,1648383.0,1.0,898143855.0,D263,1.0
West Bengal,ALIPURDUARS,MILI ORAON,0.0,RSP,Spade & Stoker,FEMALE,0,42.0,ST,Post Graduate,280495528.0,3046723.0,53859.0,151.0,54010.0,3.276544347,3.910435745,1648383.0,1.0,277448805.0,M465,1.0
West Bengal,ALIPURDUARS,MOHANLAL BASUMATA,0.0,INC,Hand,MALE,0,44.0,ST,Graduate Professional,232032823.0,6597606.0,27279.0,148.0,27427.0,1.66387302,1.985771545,1648383.0,1.0,225435217.0,M544,1.0
West Bengal,ALIPURDUARS,NOTA,0.0,NOTA,Lotus,MALE,0,52.2,GENERAL,Post Graduate,440429409.0,9647749.0,21147.0,28.0,21175.0,1.284592234,1.53311381,1648383.0,1.0,430781660.0,N300,0.004081632653061225
Uttar Pradesh,ALLAHABAD,Rita Bahuguna Joshi,1.0,BJP,Lotus,FEMALE,6,69.0,GENERAL,Doctorate,269193302.0,160000016.0,493204.0,1250.0,494454.0,28.81164926,55.5845464,1716160.0,1.0,109193286.0,R312,0.5
Uttar Pradesh,ALLAHABAD,Rajendra Singh Patel,0.0,SP,Bicycle,MALE,0,63.0,GENERAL,Graduate,29268100229.0,0.0,309328.0,851.0,310179.0,18.07401408,34.86908593,1716160.0,1.0,29268100229.0,R253,0.1
Uttar Pradesh,ALLAHABAD,Yogesh Shukla,0.0,INC,Hand,MALE,1,49.0,GENERAL,12th Pass,420019942.0,0.0,31852.0,101.0,31953.0,1.861889334,3.592028805,1716160.0,1.0,420019942.0,Y222,1.0
Uttar Pradesh,ALLAHABAD,Girdhar Gopal Tripathi,0.0,CPI(M),Ears of Corn And Sickle,MALE,0,77.0,GENERAL,Post Graduate,313979723.0,3084583.0,10397.0,6.0,10403.0,0.606178911,1.169463764,1716160.0,1.0,310895140.0,G636,0.5
Uttarakhand,ALMORA,Ajay Tamta,1.0,BJP,Lotus,MALE,0,46.0,SC,12th Pass,991044899.0,5584555.0,430455.0,14196.0,444651.0,33.23728069,63.53909006,1337808.0,1.0,985460344.0,A235,0.3333333333333333
Uttarakhand,ALMORA,Pradeep Tamta,0.0,INC,Hand,MALE,1,60.0,SC,Post Graduate,250000025.0,250000025.0,209836.0,1829.0,211665.0,15.82177712,30.24619645,1337808.0,1.0,0.0,P631,0.058823529411764705
Uttarakhand,ALMORA,NOTA,0.0,NOTA,Lotus,MALE,0,44.4,GENERAL,Post Graduate,440429409.0,9647749.0,15311.0,194.0,15505.0,1.158985445,2.215610876,1337808.0,1.0,430781660.0,N300,0.004081632653061225
Uttarakhand,ALMORA,Sunder Dhoni (Advocate),0.0,BSP,Elephant,MALE,0,41.0,SC,Post Graduate,287000028.0,150000015.0,10059.0,131.0,10190.0,0.761693756,1.456115758,1337808.0,1.0,137000013.0,S536,0.3333333333333333
Rajasthan,ALWAR,Balak Nath,1.0,BJP,Lotus,MALE,0,35.0,GENERAL,10th Pass,3529293.0,0.0,750580.0,9621.0,760201.0,40.25371136,59.93021553,1888524.0,1.0,3529293.0,B425,0.25
Rajasthan,ALWAR,Bhanwar Jitendra Singh,0.0,INC,Hand,MALE,2,47.0,GENERAL,Graduate,13654203813.0,0.0,426794.0,3436.0,430230.0,22.78128316,33.91705171,1888524.0,1.0,13654203813.0,B562,0.5
Rajasthan,ALWAR,Imran Khan,0.0,BSP,Elephant,MALE,0,31.0,GENERAL,10th Pass,584468458.0,584468458.0,56399.0,250.0,56649.0,2.999644167,4.465906753,1888524.0,1.0,0.0,I565,0.3333333333333333
Andhra Pradesh,AMALAPURAM,CHINTA ANURADHA,1.0,YSRCP,Ceiling Fan,FEMALE,0,46.0,SC,Graduate,859933628.0,243140724.0,482003.0,3955.0,485958.0,33.29491982,39.33710441,1459556.0,1.0,616792904.0,C535,0.3333333333333333
Andhra Pradesh,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),0.0,TDP,Bicycle,MALE,0,28.0,SC,Graduate Professional,730499187.0,153748815.0,443590.0,2573.0,446163.0,30.56840573,36.11579707,1459556.0,1.0,576750372.0,G536,1.0
Andhra Pradesh,AMALAPURAM,D M R SEKHAR,0.0,JnP,Glass Tumbler,MALE,1,59.0,SC,Post Graduate,289300122.0,0.0,253740.0,1577.0,255317.0,17.49278548,20.66728295,1459556.0,1.0,289300122.0,D562,0.3333333333333333
Andhra Pradesh,AMALAPURAM,NOTA,0.0,NOTA,Lotus,MALE,0,44.4,GENERAL,Post Graduate,440429409.0,9647749.0,16427.0,41.0,16468.0,1.128288329,1.333044081,1459556.0,1.0,430781660.0,N300,0.004081632653061225
Haryana,AMBALA,RATTAN LAL KATARIA,1.0,BJP,Lotus,MALE,0,67.0,SC,Post Graduate,543614995.0,1888611.0,744438.0,2070.0,746508.0,40.27100233,56.64280587,1853711.0,1.0,541726384.0,R354,0.5
Haryana,AMBALA,SELJA,0.0,INC,Hand,FEMALE,0,56.0,SC,Post Graduate,24050815224.0,0.0,403678.0,485.0,404163.0,21.80291318,30.66668589,1853711.0,1.0,24050815224.0,S420,1.0
Haryana,AMBALA,NARESH KUMAR,0.0,BSP,Elephant,MALE,0,55.0,SC,10th Pass,380907373.0,7361373.0,96205.0,91.0,96296.0,5.194768764,7.30665396,1853711.0,1.0,373546000.0,N622,1.0
Haryana,AMBALA,RAM PAL,0.0,INLD,Spectacles,MALE,1,61.0,SC,10th Pass,441577944.0,0.0,19518.0,57.0,19575.0,1.05598985,1.485292756,1853711.0,1.0,441577944.0,R514,0.25
Uttar Pradesh,AMBEDKAR NAGAR,Ritesh Pandey,1.0,BSP,Elephant,MALE,1,38.0,GENERAL,Graduate,30726510330.0,247390982.0,563445.0,673.0,564118.0,31.59162146,51.7247608,1785657.0,1.0,30479119348.0,R321,1.0
Uttar Pradesh,AMBEDKAR NAGAR,Mukut Bihari,0.0,BJP,Lotus,MALE,0,71.0,GENERAL,Graduate Professional,241164062.0,1284812.0,467287.0,951.0,468238.0,26.22216921,42.93339079,1785657.0,1.0,239879250.0,M231,1.0
Uttar Pradesh,AMBEDKAR NAGAR,Rakesh,0.0,SBSP,Walking Stick,MALE,0,36.0,GENERAL,12th Pass,213778321.0,0.0,15164.0,3.0,15167.0,0.849379248,1.390683238,1785657.0,1.0,213778321.0,R220,1.0
Uttar Pradesh,AMBEDKAR NAGAR,NOTA,0.0,NOTA,Lotus,MALE,0,44.0,GENERAL,Post Graduate,440429409.0,9647749.0,11329.0,15.0,11344.0,0.63528438,1.040147073,1785657.0,1.0,430781660.0,N300,0.004081632653061225
Uttar Pradesh,AMETHI,Smriti Irani,1.0,BJP,Lotus,FEMALE,0,43.0,GENERAL,12th Pass,11109960911.0,0.0,467598.0,916.0,468514.0,26.87180781,49.68566932,1743515.0,1.0,11109960911.0,S563,1.0
Uttar Pradesh,AMETHI,Rahul Gandhi,0.0,INC,Hand,MALE,6,48.0,GENERAL,Post Graduate,15887706315.0,720190472.0,412867.0,527.0,413394.0,23.71037817,43.8402216,1743515.0,1.0,15167515843.0,R425,0.5
Maharashtra,AMRAVATI,Navnit Ravi Rana,1.0,IND,Spanner,FEMALE,1,33.0,SC,10th Pass,12455465612.0,705769797.0,507844.0,3103.0,510947.0,27.87352074,45.87203159,1833091.0,1.0,11749695815.0,N153,0.3333333333333333
Maharashtra,AMRAVATI,Adsul Anandrao Vithoba,0.0,SHS,Bow and Arrow,MALE,2,71.0,SC,Graduate,854589485.0,854589485.0,470549.0,3447.0,473996.0,25.8577452,42.55462794,1833091.0,1.0,0.0,A324,1.0
Maharashtra,AMRAVATI,Gunwant Deopare,0.0,VBA,Whistle,MALE,2,47.0,SC,Others,35194499635.0,791392887.0,64585.0,550.0,65135.0,3.553287862,5.847719582,1833091.0,1.0,34403106748.0,G553,0.5
Maharashtra,AMRAVATI,Arun Motiramji Wankhade,0.0,BSP,Elephant,MALE,3,56.0,SC,12th Pass,33809713833.0,660000066.0,12232.0,104.0,12336.0,0.672961681,1.107507005,1833091.0,1.0,33149713767.0,A655,1.0
Gujarat,AMRELI,Kachhadiya Naranbhai Bhikhabhai,1.0,BJP,Lotus,MALE,0,64.0,GENERAL,12th Pass,359007633.0,8289618.0,527593.0,1442.0,529035.0,32.48700759,58.0436736,1628451.0,1.0,350718015.0,K235,1.0
Gujarat,AMRELI,Paresh Dhanani,0.0,INC,Hand,MALE,0,42.0,GENERAL,Graduate,143429911.0,0.0,326781.0,823.0,327604.0,20.11752273,35.94344353,1628451.0,1.0,143429911.0,P623,0.5
Gujarat,AMRELI,NOTA,0.0,NOTA,Lotus,MALE,0,48.8,GENERAL,Post Graduate,440429409.0,9647749.0,17513.0,54.0,17567.0,1.07875521,1.927383281,1628451.0,1.0,430781660.0,N300,0.004081632653061225
Gujarat,AMRELI,Chauhan Ravjibhai Mulabhai,0.0,BSP,Elephant,MALE,0,47.0,SC,Literate,1331891.0,0.0,9664.0,27.0,9691.0,0.59510541,1.06325903,1628451.0,1.0,1331891.0,C561,1.0
Punjab,AMRITSAR,GURJEET SINGH AUJLA,1.0,INC,Hand,MALE,0,46.0,GENERAL,12th Pass,903156590.0,903156590.0,444052.0,980.0,445032.0,29.51385228,51.71291057,1507875.0,1.0,0.0,G623,0.5
Punjab,AMRITSAR,HARDEEP SINGH PURI,0.0,BJP,Lotus,MALE,0,67.0,GENERAL,Post Graduate,34050573734.0,579409505.0,344049.0,1357.0,345406.0,22.90680594,40.13632635,1507875.0,1.0,33471164229.0,H631,1.0
Punjab,AMRITSAR,KULDIP SINGH DHALIWAL,0.0,AAP,Broom,MALE,0,58.0,GENERAL,10th Pass,278968727.0,278968727.0,19800.0,287.0,20087.0,1.3321396,2.334118074,1507875.0,1.0,0.0,K431,0.3333333333333333
Punjab,AMRITSAR,DASWINDER KAUR,0.0,CPI(M),Ears of Corn And Sickle,FEMALE,0,55.0,GENERAL,Graduate,6610006.0,0.0,16278.0,57.0,16335.0,1.083312609,1.898134053,1507875.0,1.0,6610006.0,D253,0.3333333333333333
Punjab,AMRITSAR,NOTA,0.0,NOTA,Lotus,MALE,0,48.6,GENERAL,Post Graduate,440429409.0,9647749.0,8713.0,50.0,8763.0,0.581148968,1.018264384,1507875.0,1.0,430781660.0,N300,0.004081632653061225
Uttar Pradesh,AMROHA,KUNWAR DANISH ALI,1.0,BSP,Elephant,MALE,0,43.0,GENERAL,Graduate,749208797.0,195796911.0,600744.0,338.0,601082.0,36.50809173,51.38533401,1646435.0,1.0,553411886.0,K563,0.5
Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,0.0,BJP,Lotus,MALE,0,58.0,GENERAL,8th Pass,1821251171182.0,107005041.0,536380.0,1454.0,537834.0,32.66657961,45.9783852,1646435.0,1.0,1821144166141.0,K562,0.25
Uttar Pradesh,AMROHA,SACHIN CHOUDHARY,0.0,INC,Hand,MALE,0,35.0,GENERAL,12th Pass,270031252.0,122934211.0,12454.0,56.0,12510.0,0.759823497,1.069455629,1646435.0,1.0,147097041.0,S252,0.3333333333333333
Andhra Pradesh,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,1.0,YSRCP,Ceiling Fan,FEMALE,0,52.0,GENERAL,Graduate Professional,915262449.0,111392791.0,583210.0,3016.0,586226.0,38.5329471,47.25891124,1521363.0,1.0,803869658.0,D612,0.16666666666666666
Andhra Pradesh,ANAKAPALLI,ADARI ANAND KUMAR,0.0,TDP,Bicycle,MALE,0,43.0,GENERAL,10th Pass,41054721241.0,20559140020.0,495381.0,1653.0,497034.0,32.67030945,40.06865217,1521363.0,1.0,20495581221.0,A365,0.3333333333333333
Andhra Pradesh,ANAKAPALLI,Chintala Partha Sarathi,0.0,JnP,Glass Tumbler,MALE,0,56.0,GENERAL,Post Graduate,33530850633.0,11092856711.0,82126.0,462.0,82588.0,5.428553212,6.657874201,1521363.0,1.0,22437993922.0,C534,1.0
Andhra Pradesh,ANAKAPALLI,NOTA,0.0,NOTA,Lotus,MALE,0,48.6,GENERAL,Post Graduate,440429409.0,9647749.0,34877.0,20.0,34897.0,2.29379839,2.813239647,1521363.0,1.0,430781660.0,N300,0.004081632653061225
Andhra Pradesh,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),0.0,BJP,Lotus,MALE,0,65.0,GENERAL,Post Graduate,949789494.0,949789494.0,12888.0,388.0,13276.0,0.872638548,1.070251585,1521363.0,1.0,0.0,D625,0.08333333333333333
Gujarat,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),1.0,BJP,Lotus,MALE,2,54.0,GENERAL,Others,781084078.0,781084078.0,631581.0,1516.0,633097.0,38.23349659,57.03144987,1655870.0,1.0,0.0,P345,0.2
Gujarat,ANAND,BHARATBHAI MADHAVSINH SOLANKI,0.0,INC,Hand,MALE,0,65.0,GENERAL,Graduate Professional,544909555.0,193485519.0,434006.0,1373.0,435379.0,26.29306648,39.22036531,1655870.0,1.0,351424036.0,B631,0.5
Gujarat,ANAND,NOTA,0.0,NOTA,Lotus,MALE,0,52.2,GENERAL,Post Graduate,440429409.0,9647749.0,18365.0,27.0,18392.0,1.110715213,1.656811557,1655870.0,1.0,430781660.0,N300,0.004081632653061225
Punjab,ANANDPUR SAHIB,Manish Tewari,1.0,INC,Hand,MALE,0,53.0,GENERAL,Graduate Professional,15463786015.0,0.0,426904.0,1141.0,428045.0,25.1957765,39.55965857,1698876.0,1.0,15463786015.0,M523,0.5
Punjab,ANANDPUR SAHIB,Professor Prem Singh Chandumajra,0.0,SAD,Scales,MALE,1,69.0,GENERAL,Post Graduate,12697169512.0,0.0,379552.0,1609.0,381161.0,22.4360695,35.2266678,1698876.0,1.0,12697169512.0,P612,0.16666666666666666
Punjab,ANANDPUR SAHIB,Sodhi Vikram Singh,0.0,BSP,Elephant,MALE,0,62.0,GENERAL,Graduate,1408265156140.0,340082434.0,146077.0,364.0,146441.0,8.61987573,13.53398816,1698876.0,1.0,1407925073706.0,S312,0.5
Punjab,ANANDPUR SAHIB,Narinder Singh Shergill,0.0,AAP,Broom,MALE,1,51.0,GENERAL,Post Graduate,25571267725.0,236673682.0,52539.0,513.0,53052.0,3.122770585,4.903033574,1698876.0,1.0,25334594043.0,N653,0.16666666666666666
Punjab,ANANDPUR SAHIB,NOTA,0.0,NOTA,Lotus,MALE,0,44.2,GENERAL,Post Graduate,440429409.0,9647749.0,17069.0,66.0,17135.0,1.008608044,1.583606279,1698876.0,1.0,430781660.0,N300,0.004081632653061225
Andhra Pradesh,ANANTAPUR,TALARI RANGAIAH,1.0,YSRCP,Ceiling Fan,MALE,2,48.0,GENERAL,Doctorate,117730911.0,113554711.0,690901.0,4307.0,695208.0,41.77531007,51.5689326,1664160.0,1.0,4176200.0,T466,1.0
Andhra Pradesh,ANANTAPUR,J.C. PAVAN REDDY,0.0,TDP,Bicycle,MALE,0,45.0,GENERAL,Graduate,37388742937.0,845507268.0,550597.0,3183.0,553780.0,33.27684838,41.07812841,1664160.0,1.0,36543235669.0,J211,1.0
Andhra Pradesh,ANANTAPUR,K.RAJIV REDDY,0.0,INC,Hand,MALE,0,29.0,GENERAL,Graduate Professional,726426372.0,170000017.0,29994.0,85.0,30079.0,1.807458417,2.231191131,1664160.0,1.0,556426355.0,K621,1.0
Andhra Pradesh,ANANTAPUR,D.JAGADEESH,0.0,CPI(M),Ears of Corn And Sickle,MALE,9,58.0,GENERAL,8th Pass,276197327.0,276197327.0,20192.0,102.0,20294.0,1.219474089,1.505362306,1664160.0,1.0,0.0,D223,1.0
Andhra Pradesh,ANANTAPUR,NOTA,0.0,NOTA,Lotus,MALE,0,49.8,GENERAL,Post Graduate,440429409.0,9647749.0,16406.0,60.0,16466.0,0.98944813,1.221410059,1664160.0,1.0,430781660.0,N300,0.004081632653061225
Jammu & Kashmir,ANANTNAG,HASNAIN MASOODI,1.0,JKN,Plough,MALE,0,65.0,GENERAL,Post Graduate,876206728.0,0.0,40032.0,148.0,40180.0,2.874560285,32.02486749,1397779.0,1.0,876206728.0,H255,0.5
Jammu & Kashmir,ANANTNAG,GHULAM AHMAD MIR,0.0,INC,Hand,MALE,0,60.0,GENERAL,Graduate,14014601814.0,0.0,32879.0,625.0,33504.0,2.39694544,26.70386163,1397779.0,1.0,14014601814.0,G455,1.0
Jammu & Kashmir,ANANTNAG,MEHBOOBA MUFTI,0.0,JKPDP,Ink Pot & Pen,FEMALE,1,59.0,GENERAL,Graduate Professional,890385789.0,0.0,30223.0,301.0,30524.0,2.183750078,24.32869725,1397779.0,1.0,890385789.0,M115,1.0
Jammu & Kashmir,ANANTNAG,SOFI YOUSUF,0.0,BJP,Lotus,MALE,1,53.0,GENERAL,Illiterate,117100001.0,0.0,9687.0,538.0,10225.0,0.731517643,8.149683179,1397779.0,1.0,117100001.0,S121,0.3333333333333333
Jammu & Kashmir,ANANTNAG,CH. ZAFFAR ALI,0.0,JPC,Apple,MALE,0,60.0,ST,8th Pass,232658292.0,2020002.0,1629.0,17.0,1646.0,0.117758244,1.311919659,1397779.0,1.0,230638290.0,C216,1.0
Jammu & Kashmir,ANANTNAG,GH. MOHD. WANI,0.0,IND,Table,MALE,0,45.0,GENERAL,12th Pass,3100031.0,0.0,1365.0,4.0,1369.0,0.097941091,1.091140956,1397779.0,1.0,3100031.0,G535,1.0
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,1.0,INC,Hand,MALE,0,52.0,GENERAL,Graduate Professional,13223301213.0,804508708.0,95249.0,59.0,95308.0,29.92674372,45.95415578,318471.0,1.0,12418792505.0,K431,0.3333333333333333
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,0.0,BJP,Lotus,MALE,1,46.0,GENERAL,Graduate Professional,851405738.0,463391446.0,93772.0,129.0,93901.0,29.48494525,45.27575001,318471.0,-1.0,388014292.0,V242,0.5
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,0.0,IND,Helicopter,MALE,0,61.0,GENERAL,Post Graduate,199160001.0,131100013.0,5339.0,2.0,5341.0,1.677075778,2.575241806,318471.0,-1.0,68059988.0,P632,0.2
